注文ID,注文時刻,注文内容,イベントID,イベントタイトル,チケットNo.,年代,"フリーフォーム1 所属(学校名または会社名)
 
 ※所属が無い方は「無し」とご記入ください。",オプション1 イベントを知ったきっかけ,オプション2 Club 2025に期待することをご選択ください。,オプション3 属性(最も当てはまるもの一つを選択してください),,
0214DUSJED5Z0,2025-04-19T17:02:01+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-58,20代,愛知大学,スタッフからの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),新しい知識や価値観の習得",大学生大学院生,,
0214DV8PERI8X,2025-04-19T22:12:23+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-35,10代,愛知教育大学附属岡崎中学校,その他,登壇者によるトークセッション,中学生以下,,
0214DV9IBDKF6,2025-04-19T22:28:48+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-51,20代,フリー株式会社,その他,登壇者によるトークセッション,社会人,,
0214DVCGQRTJ6,2025-04-19T23:25:57+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-59,20代,芝浦工業大学,スタッフからの紹介,新しい知識や価値観の習得,大学生大学院生,,
0214DVEAYTYIT,2025-04-20T00:01:06+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-52,30代,日本自動車連盟,Club Facebook,登壇者によるトークセッション,社会人,,
0214DVJQh3E47,2025-04-20T01:45:00+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-53,60代以上,なし,その他,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ)",社会人,,
0214DVY4ITQKC,2025-04-20T05:44:10+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-54,30代,三菱電機株式会社,Club ホームページ,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),新しい知識や価値観の習得",社会人,,
0214DW07KUhh1,2025-04-20T06:24:38+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-55,30代,無し,Club Instagram,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),参加者との交流",社会人,,
0214DW27484EJ,2025-04-20T07:02:38+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-36,10代,旭丘高校,所属校・会社からの紹介,"参加者との交流,新しい知識や価値観の習得",高校生,,
0214DW56B52V7,2025-04-20T08:00:07+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-56,30代,無し,Club ホームページ,"ディスカバリーセッション(ワークショップ),新しい知識や価値観の習得",社会人,,
0214DW9TZMQ0J,2025-04-20T09:29:24+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-57,40代,名古屋大学,スタッフからの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),参加者との交流,新しい知識や価値観の習得",社会人,,
0214DW9XN9S8E,2025-04-20T09:31:30+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-60,20代,名古屋大学,"所属校・会社からの紹介,その他","登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214DWh7Q73E5,2025-04-20T11:52:05+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-58,50代,株式会社デンソー,所属校・会社からの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),アフターパーティー,参加者との交流,新しい知識や価値観の習得",社会人,,
0214DWKQZ5R73,2025-04-20T12:59:34+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-59,50代,なし,その他,登壇者によるトークセッション,社会人,,
0214DWKUGPB68,2025-04-20T13:01:44+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-37,10代,千種高校,Club Instagram,登壇者によるトークセッション,高校生,,
0214DWM607h64,2025-04-20T13:08:13+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-60,50代,名城大学,Club Instagram,登壇者によるトークセッション,社会人,,
0214DWN5F9NCI,2025-04-20T13:27:04+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-38,10代,愛知県立岡崎高校,所属校・会社からの紹介,新しい知識や価値観の習得,高校生,,
0214DWNQPE4DC,2025-04-20T13:37:59+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-39,10代,愛知県立岡崎高等学校,所属校・会社からの紹介,新しい知識や価値観の習得,高校生,,
0214DWXBCD88Y,2025-04-20T16:23:48+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-61,20代,名古屋大学経済学部,"Club Instagram,スタッフからの紹介","登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),アフターパーティー,参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214DWX80F3UC,2025-04-20T16:23:58+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-62,20代,名古屋大学,所属校・会社からの紹介,"登壇者によるトークセッション,新しい知識や価値観の習得",大学生大学院生,,
0214DWZQB90XW,2025-04-20T17:09:41+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-61,40代,ダッソーシステムズ,Club Facebook,登壇者によるトークセッション,社会人,,
0214DX0X5U9PX,2025-04-20T17:32:51+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-62,50代,なし,Club Facebook,登壇者によるトークセッション,社会人,,
0214DX0WYGPT3,2025-04-20T17:32:53+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-63,10代,名古屋市立大学,スタッフからの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214DX2RZUQK8,2025-04-20T18:08:27+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-40,10代,名古屋葵大学高等学校,その他,新しい知識や価値観の習得,高校生,,
0214DX2U7GSWQ,2025-04-20T18:09:49+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-41,10代,愛知高校,所属校・会社からの紹介,登壇者によるトークセッション,高校生,,
0214DX84WGG07,2025-04-20T19:52:16+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-64,10代,名古屋工業大学,その他,新しい知識や価値観の習得,大学生大学院生,,
0214DX99hhZ5U,2025-04-20T20:14:13+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-42,10代,南山中学校 男子部,その他,新しい知識や価値観の習得,中学生以下,,
0214DX9G3E35G,2025-04-20T20:17:40+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-43,10代,愛知教育大学附属岡崎中学校,所属校・会社からの紹介,新しい知識や価値観の習得,中学生以下,,
0214DXGJFB6KE,2025-04-20T22:35:23+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-65,20代,椙山女学園大学,Club ホームページ,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214DXR1WES0E,2025-04-21T01:18:27+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-44,10代,名古屋大学教育学部附属中学校,Club以外のSNS,新しい知識や価値観の習得,中学生以下,,
0214DXRY29N53,2025-04-21T01:35:01+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-66,10代,名古屋市立大学,スタッフからの紹介,"参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214DXV4NUSD1,2025-04-21T02:36:34+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-64,20代,志門塾,その他,新しい知識や価値観の習得,社会人,,
0214DYA3YQ3PW,2025-04-21T07:25:11+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-67,10代,名古屋大学,スタッフからの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214DYAQ8EUP5,2025-04-21T07:36:43+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-45,10代,半田高校,所属校・会社からの紹介,"登壇者によるトークセッション,新しい知識や価値観の習得",高校生,,
0214DYDB1S039,2025-04-21T08:26:54+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-68,20代,椙山女学園大学,その他,ディスカバリーセッション(ワークショップ),大学生大学院生,,
0214DYEAAKMI5,2025-04-21T08:45:51+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-69,20代,なごがく,Club Instagram,参加者との交流,大学生大学院生,,
0214DYEPYKDU6,2025-04-21T08:53:33+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-65,50代,無し,Club Facebook,新しい知識や価値観の習得,社会人,,
0214DYG0DQW3M,2025-04-21T09:19:23+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-66,40代,一般社団法人草の根ささえあいプロジェクト,Club Instagram,新しい知識や価値観の習得,社会人,,
0214DYK6XFR0N,2025-04-21T10:39:40+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-70,10代,無し,登壇者・出展者からの紹介,登壇者によるトークセッション,大学生大学院生,,
0214DYZVARTB5,2025-04-21T15:02:36+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-71,20代,岐阜大学,所属校・会社からの紹介,登壇者によるトークセッション,大学生大学院生,,
0214DZ1P8JB90,2025-04-21T15:37:44+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-72,10代,金城学院大学,その他,"参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214DZ1QGMI6N,2025-04-21T15:38:34+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-73,20代,岐阜大学,その他,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),新しい知識や価値観の習得",大学生大学院生,,
0214DZ4UVAMI0,2025-04-21T16:38:47+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-74,20代,名古屋大学,所属校・会社からの紹介,"登壇者によるトークセッション,新しい知識や価値観の習得",大学生大学院生,,
0214DZA37M8R0,2025-04-21T18:19:44+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-46,10代,名古屋葵大学高等学校/GarageOne,登壇者・出展者からの紹介,"参加者との交流,新しい知識や価値観の習得",高校生,,
0214DZBPCPV04,2025-04-21T18:50:28+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-47,10代,愛知県立旭丘高等学校天文部,"所属校・会社からの紹介,登壇者・出展者からの紹介",参加者との交流,高校生,,
0214DZD1SQ9Z6,2025-04-21T19:16:46+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-48,10代,愛知教育大学附属岡崎中学校,所属校・会社からの紹介,登壇者によるトークセッション,中学生以下,,
0214DZDBEXPX1,2025-04-21T19:22:20+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-49,10代,名大附属中学校,所属校・会社からの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク)","中学生以下,社会人",,
0214DZF1D5GWB,2025-04-21T19:55:02+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-50,10代,愛知教育大学附属岡崎中学校,所属校・会社からの紹介,新しい知識や価値観の習得,中学生以下,,
0214DZFFRQQZ3,2025-04-21T20:03:57+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-75,20代,大同大学,スタッフからの紹介,登壇者によるトークセッション,大学生大学院生,,
0214DZGCh9EWB,2025-04-21T20:21:16+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-51,10代,愛知県立旭丘高等学校,所属校・会社からの紹介,新しい知識や価値観の習得,高校生,,
0214DZh24Qh3E,2025-04-21T20:34:01+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-52,10代,愛知県立旭丘高校,スタッフからの紹介,"ディスカバリーセッション(ブレイク),参加者との交流,新しい知識や価値観の習得",高校生,,
0214DZh9ASB2D,2025-04-21T20:38:04+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-67,40代,無し,"Club Instagram,スタッフからの紹介","登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),新しい知識や価値観の習得",社会人,,
0214DZIM7WJ5h,2025-04-21T21:06:02+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-53,10代,愛知教育大学附属岡崎中学校,所属校・会社からの紹介,登壇者によるトークセッション,中学生以下,,
0214DZJ3UJZh7,2025-04-21T21:14:55+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-76,20代,中京大学,スタッフからの紹介,参加者との交流,大学生大学院生,,
0214DZJG389AC,2025-04-21T21:20:32+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-77,10代,日本福祉大学,その他,新しい知識や価値観の習得,大学生大学院生,,
0214DZJKIT20F,2025-04-21T21:23:01+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-78,20代,NPO法人ドットジェイピー,その他,参加者との交流,大学生大学院生,,
0214DZN00FNSI,2025-04-21T22:09:14+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-79,20代,中京大学,その他,"登壇者によるトークセッション,新しい知識や価値観の習得",大学生大学院生,,
0214DZPYIN2SY,2025-04-21T22:46:54+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-80,20代,名古屋外国語大学,スタッフからの紹介,"参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214DZQ0334M7,2025-04-21T22:47:44+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-81,20代,中京大学,その他,参加者との交流,大学生大学院生,,
0214DZQ4G6DBJ,2025-04-21T22:50:22+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-68,30代,デンソーテクノ株式会社,所属校・会社からの紹介,ディスカバリーセッション(ワークショップ),社会人,,
0214DZQSF9hQY,2025-04-21T23:02:40+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-82,20代,愛知工業大学,その他,新しい知識や価値観の習得,大学生大学院生,,
0214DZQS9RQ3N,2025-04-21T23:03:02+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-83,10代,愛知学院大学,スタッフからの紹介,"登壇者によるトークセッション,新しい知識や価値観の習得",大学生大学院生,,
0214DZRYXQTXG,2025-04-21T23:25:34+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-84,20代,愛知大学,その他,"参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214DZSFh8Y3Z,2025-04-21T23:35:27+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-85,20代,名古屋大学,スタッフからの紹介,登壇者によるトークセッション,大学生大学院生,,
0214DZSJUT8QK,2025-04-21T23:37:36+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-54,10代,愛知県立岡崎高等学校,所属校・会社からの紹介,新しい知識や価値観の習得,高校生,,
0214DZT6M77h9,2025-04-21T23:49:14+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-86,20代,愛知淑徳大学,スタッフからの紹介,新しい知識や価値観の習得,大学生大学院生,,
0214DZUTKUIIM,2025-04-22T00:20:58+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-87,10代,上智大学,その他,登壇者によるトークセッション,大学生大学院生,,
0214DZZDP7XIS,2025-04-22T01:49:11+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-88,10代,愛知工業大学,Club Instagram,"登壇者によるトークセッション,アフターパーティー,参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214E0JQM66VD,2025-04-22T08:20:28+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-55,10代,旭丘高等学校,Club Instagram,"ディスカバリーセッション(ワークショップ),新しい知識や価値観の習得",高校生,,
0214E0Ph4944S,2025-04-22T09:33:17+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-89,20代,椙山女学園大学,その他,新しい知識や価値観の習得,大学生大学院生,,
0214E0S244U9V,2025-04-22T10:22:27+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-56,10代,愛知県立旭丘高等学校,所属校・会社からの紹介,"登壇者によるトークセッション,新しい知識や価値観の習得",高校生,,
0214E0T314ZME,2025-04-22T10:42:50+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-90,20代,学生団体Hand in Hand,スタッフからの紹介,参加者との交流,大学生大学院生,,
0214E0WBGCUEE,2025-04-22T11:45:08+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-91,10代,中京大学,登壇者・出展者からの紹介,登壇者によるトークセッション,大学生大学院生,,
0214E0XP0RWEK,2025-04-22T12:10:54+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-92,20代,名城大学,スタッフからの紹介,"登壇者によるトークセッション,新しい知識や価値観の習得",大学生大学院生,,
0214E0YNW7JG6,2025-04-22T12:29:51+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-93,20代,Hand in hand,登壇者・出展者からの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214E0Z3KhF77,2025-04-22T12:38:17+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-94,10代,名古屋外国語大学,その他,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214E0ZYXG4W8,2025-04-22T12:54:56+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-96,10代,愛知学院大学,その他,新しい知識や価値観の習得,大学生大学院生,,
0214E104Q5Eh0,2025-04-22T12:58:10+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-97,10代,愛知学院大学,スタッフからの紹介,登壇者によるトークセッション,大学生大学院生,,
0214E1777UBTE,2025-04-22T15:14:25+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-69,40代,ボッシュ株式会社,登壇者・出展者からの紹介,"参加者との交流,新しい知識や価値観の習得",社会人,,
0214E18BMGF7E,2025-04-22T15:36:11+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-98,10代,京都大学,スタッフからの紹介,新しい知識や価値観の習得,大学生大学院生,,
0214E1B32KY3h,2025-04-22T16:29:04+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-99,10代,名古屋工業大学,スタッフからの紹介,登壇者によるトークセッション,大学生大学院生,,
0214E1Ch6C173,2025-04-22T16:56:26+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-100,20代,中部大学,スタッフからの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),新しい知識や価値観の習得",大学生大学院生,,
0214E1JB9JhUY,2025-04-22T19:07:53+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-101,20代,名古屋大学,駅広告,新しい知識や価値観の習得,大学生大学院生,,
0214E1MKFTVWQ,2025-04-22T19:51:40+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-57,10代,西尾高等学校,所属校・会社からの紹介,"登壇者によるトークセッション,参加者との交流,新しい知識や価値観の習得",高校生,,
0214E1N1XSQIG,2025-04-22T20:00:32+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-58,10代,西尾高校,その他,登壇者によるトークセッション,高校生,,
0214E1NEM6CZG,2025-04-22T20:08:00+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-102,20代,南山大学,駅広告,参加者との交流,大学生大学院生,,
0214E1P98UFNA,2025-04-22T20:23:46+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-103,20代,名古屋大学大学院,スタッフからの紹介,登壇者によるトークセッション,大学生大学院生,,
0214E1QJSDRM0,2025-04-22T20:49:17+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-59,10代,旭丘高校,所属校・会社からの紹介,"参加者との交流,新しい知識や価値観の習得",高校生,,
0214E1R82EG8K,2025-04-22T21:01:42+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-70,40代,慶應義塾大学,その他,登壇者によるトークセッション,社会人,,
0214E1RJBR492,2025-04-22T21:08:03+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-71,50代,ビクターエンタテインメント,Club X,登壇者によるトークセッション,社会人,,
0214E1U82E1NM,2025-04-22T21:59:26+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-60,10代,愛知県立岡崎高校,所属校・会社からの紹介,"登壇者によるトークセッション,新しい知識や価値観の習得",高校生,,
0214E1UJW1ZX8,2025-04-22T22:06:08+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-72,40代,社会医療法人宏潤会,Club ホームページ,登壇者によるトークセッション,社会人,,
0214E1UVhThDS,2025-04-22T22:12:04+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-104,20代,関西大学,スタッフからの紹介,登壇者によるトークセッション,大学生大学院生,,
0214E1WZ3FAA0,2025-04-22T22:52:16+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-61,10代,なし,所属校・会社からの紹介,登壇者によるトークセッション,高校生,,
0214E1Y1UXTZE,2025-04-22T23:13:02+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-105,20代,名古屋産業大学,Club Instagram,登壇者によるトークセッション,大学生大学院生,,
0214E2TBW6RIh,2025-04-23T08:37:47+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-73,60代以上,ヤマハ株式会社,スタッフからの紹介,参加者との交流,社会人,,
0214E2VT7EEEF,2025-04-23T09:24:37+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-106,20代,東京都立大学,スタッフからの紹介,登壇者によるトークセッション,大学生大学院生,,
0214E2XR9RAh4,2025-04-23T10:02:15+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-74,30代,（株）アイシン,スタッフからの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),アフターパーティー,参加者との交流,新しい知識や価値観の習得",社会人,,
0214E31T241Fh,2025-04-23T11:20:15+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-62,40代,岡崎市立三島小学校,その他,登壇者によるトークセッション,中学生以下,,
0214E33DE6MVR,2025-04-23T11:50:58+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-107,10代,名古屋大学,スタッフからの紹介,新しい知識や価値観の習得,大学生大学院生,,
0214E33V56PCV,2025-04-23T11:59:55+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-108,10代,名古屋学芸大学,その他,登壇者によるトークセッション,大学生大学院生,,
0214E3hXTDNEY,2025-04-23T16:31:07+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-63,10代,西尾高校,所属校・会社からの紹介,登壇者によるトークセッション,高校生,,
0214E3S1PF2SD,2025-04-23T19:08:23+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-109,20代,愛知学院大学,所属校・会社からの紹介,登壇者によるトークセッション,大学生大学院生,,
0214E3S5Jh0Ch,2025-04-23T19:10:00+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-64,20代,愛知学院大学,所属校・会社からの紹介,登壇者によるトークセッション,大学生大学院生,,
0214E3SDUIMPh,2025-04-23T19:14:22+09:00,高校生以下【AP無し】_1,027nafamkb741,Club 2025,A-65,20代,愛知学院大学,所属校・会社からの紹介,新しい知識や価値観の習得,大学生大学院生,,
0214E3X1KEITZ,2025-04-23T20:43:48+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-110,10代,名古屋商科大学,スタッフからの紹介,登壇者によるトークセッション,大学生大学院生,,
0214E3XCS3TM1,2025-04-23T20:50:03+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-111,20代,南山大学,スタッフからの紹介,登壇者によるトークセッション,大学生大学院生,,
0214E3XPVA168,2025-04-23T20:56:31+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-75,20代,なし,登壇者・出展者からの紹介,登壇者によるトークセッション,社会人,,
0214E3XZABXIX,2025-04-23T21:01:40+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-112,10代,名古屋外国語大学,スタッフからの紹介,"登壇者によるトークセッション,参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214E3Z7RJ7BJ,2025-04-23T21:25:46+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-113,20代,名古屋工業大学,"Club ホームページ,その他","登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214E40ZDAQWZ,2025-04-23T21:59:50+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-114,20代,愛知学院大学,"スタッフからの紹介,その他",登壇者によるトークセッション,大学生大学院生,,
0214E42BYPAJB,2025-04-23T22:26:00+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-115,10代,愛知学院大学,Club Instagram,"登壇者によるトークセッション,新しい知識や価値観の習得",大学生大学院生,,
0214E42KAT44K,2025-04-23T22:30:42+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-116,10代,名城大学,スタッフからの紹介,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214E42UC60BC,2025-04-23T22:35:14+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-117,10代,愛知学院大学,所属校・会社からの紹介,登壇者によるトークセッション,大学生大学院生,,
0214E42XS689M,2025-04-23T22:37:10+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-118,10代,愛知学院大学,所属校・会社からの紹介,参加者との交流,大学生大学院生,,
0214E44I5P0QM,2025-04-23T23:08:03+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-119,20代,愛知学院大学,登壇者・出展者からの紹介,新しい知識や価値観の習得,大学生大学院生,,
0214E46VWQRPh,2025-04-23T23:53:12+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-120,10代,南山大学,その他,"登壇者によるトークセッション,ディスカバリーセッション(ワークショップ),参加者との交流,新しい知識や価値観の習得",大学生大学院生,,
0214E46ZNMV58,2025-04-23T23:55:23+09:00,社会人【AP無し】_1,027nafamkb741,Club 2025,E-76,40代,中日新聞,Club Instagram,登壇者によるトークセッション,社会人,,
0214E470I9X4S,2025-04-23T23:55:51+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-121,10代,南山大学,Club Instagram,新しい知識や価値観の習得,大学生大学院生,,
0214E49DZRRIY,2025-04-24T00:41:57+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-122,20代,名城大学,所属校・会社からの紹介,登壇者によるトークセッション,大学生大学院生,,
0214E4F6YFI70,2025-04-24T02:33:31+09:00,大学生・大学院生【AP無し】_1,027nafamkb741,Club 2025,C-123,20代,株式会社kanameya,スタッフからの紹介,"ディスカバリーセッション(ワークショップ),ディスカバリーセッション(ブレイク),参加者との交流",大学生大学院生,,
